"V1" "V2" "V3"
"2145" 1000 251189 2145
"2146" 1000 398107 2146
"2147" 1000 630957 2147
"2148" 1000 1e+06 2148
"2149" 1000 1584893 2149
"2150" 1000 2511886 2150
"2151" 1000 3981072 2151
"2152" 1000 6309573 2152
"2153" 1000 1e+07 2153
"2154" 5000 6310 2154
"2155" 5000 10000 2155
"2156" 5000 15849 2156
"2157" 5000 25119 2157
"2158" 5000 39811 2158
"2159" 5000 63096 2159
"2160" 5000 1e+05 2160
"2161" 5000 158489 2161
"2162" 5000 251189 2162
"2163" 5000 398107 2163
"2164" 5000 630957 2164
"2165" 5000 1e+06 2165
"2166" 5000 1584893 2166
"2167" 5000 2511886 2167
"2168" 5000 3981072 2168
"2169" 5000 6309573 2169
"2170" 5000 1e+07 2170
"2171" 10000 15849 2171
"2172" 10000 25119 2172
"2173" 10000 39811 2173
"2174" 10000 63096 2174
"2175" 10000 1e+05 2175
"2176" 10000 158489 2176
"2177" 10000 251189 2177
"2178" 10000 398107 2178
"2179" 10000 630957 2179
"2180" 10000 1e+06 2180
"2181" 10000 1584893 2181
"2182" 10000 2511886 2182
"2183" 10000 3981072 2183
"2184" 10000 6309573 2184
"2185" 10000 1e+07 2185
"2186" 50 1000 2186
"2187" 50 1585 2187
"2188" 50 2512 2188
"2189" 50 3981 2189
"2190" 50 6310 2190
"2191" 50 10000 2191
"2192" 50 15849 2192
"2193" 50 25119 2193
"2194" 50 39811 2194
"2195" 50 63096 2195
"2196" 50 1e+05 2196
"2197" 50 158489 2197
"2198" 50 251189 2198
"2199" 50 398107 2199
"2200" 50 630957 2200
"2201" 50 1e+06 2201
"2202" 50 1584893 2202
"2203" 50 2511886 2203
"2204" 50 3981072 2204
"2205" 50 6309573 2205
"2206" 50 1e+07 2206
"2207" 100 1000 2207
"2208" 100 1585 2208
"2209" 100 2512 2209
"2210" 100 3981 2210
"2211" 100 6310 2211
"2212" 100 10000 2212
"2213" 100 15849 2213
"2214" 100 25119 2214
"2215" 100 39811 2215
"2216" 100 63096 2216
"2217" 100 1e+05 2217
"2218" 100 158489 2218
"2219" 100 251189 2219
"2220" 100 398107 2220
"2221" 100 630957 2221
"2222" 100 1e+06 2222
"2223" 100 1584893 2223
"2224" 100 2511886 2224
"2225" 100 3981072 2225
"2226" 100 6309573 2226
"2227" 100 1e+07 2227
"2228" 500 1000 2228
"2229" 500 1585 2229
"2230" 500 2512 2230
"2231" 500 3981 2231
"2232" 500 6310 2232
"2233" 500 10000 2233
"2234" 500 15849 2234
"2235" 500 25119 2235
"2236" 500 39811 2236
"2237" 500 63096 2237
"2238" 500 1e+05 2238
"2239" 500 158489 2239
"2240" 500 251189 2240
"2241" 500 398107 2241
"2242" 500 630957 2242
"2243" 500 1e+06 2243
"2244" 500 1584893 2244
"2245" 500 2511886 2245
"2246" 500 3981072 2246
"2247" 500 6309573 2247
"2248" 500 1e+07 2248
"2249" 1000 1585 2249
"2250" 1000 2512 2250
"2251" 1000 3981 2251
"2252" 1000 6310 2252
"2253" 1000 10000 2253
"2254" 1000 15849 2254
"2255" 1000 25119 2255
"2256" 1000 39811 2256
"2257" 1000 63096 2257
"2258" 1000 1e+05 2258
"2259" 1000 158489 2259
"2260" 1000 251189 2260
"2261" 1000 398107 2261
"2262" 1000 630957 2262
"2263" 1000 1e+06 2263
"2264" 1000 1584893 2264
"2265" 1000 2511886 2265
"2266" 1000 3981072 2266
"2267" 1000 6309573 2267
"2268" 1000 1e+07 2268
"2269" 5000 6310 2269
"2270" 5000 10000 2270
"2271" 5000 15849 2271
"2272" 5000 25119 2272
"2273" 5000 39811 2273
"2274" 5000 63096 2274
"2275" 5000 1e+05 2275
"2276" 5000 158489 2276
"2277" 5000 251189 2277
"2278" 5000 398107 2278
"2279" 5000 630957 2279
"2280" 5000 1e+06 2280
"2281" 5000 1584893 2281
"2282" 5000 2511886 2282
"2283" 5000 3981072 2283
"2284" 5000 6309573 2284
"2285" 5000 1e+07 2285
"2286" 10000 15849 2286
"2287" 10000 25119 2287
"2288" 10000 39811 2288
"2289" 10000 63096 2289
"2290" 10000 1e+05 2290
"2291" 10000 158489 2291
"2292" 10000 251189 2292
"2293" 10000 398107 2293
"2294" 10000 630957 2294
"2295" 10000 1e+06 2295
"2296" 10000 1584893 2296
"2297" 10000 2511886 2297
"2298" 10000 3981072 2298
"2299" 10000 6309573 2299
"2300" 10000 1e+07 2300
